"","Net","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Anshubi","Bakala","Barbon","Ben_Gurion","Crab","Denis","Farida","Fish","Gambari","Gerbida","Hazir","Hulim","Intias","Jelly_Fish","Kalamari","Lavan","Makarunim","Malitta","Marmir","Musar","Palamud","Pas_Tzahov","Rofus","Rofus_Fake","Sabida","Saragus","Sardin","Scombri","Soltan","Soltan_Fake","Soltan_Mix","Special","Tarachun","Taref","Televisia","Trulus","Missing","Many.Nasralas","Comments","Lokus","Muslach","Gitara","Box_General","Tziporot","Varod","Vest","Shed.Yam","Very_weak","Daba","Octepus","Adom","Hazaim","Lokus_manot","Soltan_Hul","Gerbid_new","barbon_vadim","Cristal","Gomber","Vak.Vak","Shark","Pijama","Aras","Draging_time","Net_index","site","Direction"
"2415",1578,17,45,"21","45",2015,9,3,"Michael","Tzinor biuv",NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1.5",NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,"1 Kg",NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"1578_3_9_2015","Tzinor biuv",NA
"2416",1644,7,0,"11","30",2015,9,28,"Levi","Tzinor biuv",NA,"3.2",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1.5",NA,"5",NA,NA,NA,"3 Kg M+","1.5",NA,NA,NA,NA,NA,"1 M+",NA,NA,NA,NA,NA,NA,"0.25 L+",NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,"1.5",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1644_28_9_2015","Tzinor biuv",NA
"2417",1914,19,30,"1","0",2016,1,20,"Michael","Tzinor biuv",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 Kg",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"1 Kg",NA,NA,NA,NA,NA,5.5,"1914_20_1_2016","Tzinor biuv",NA
"2418",2744,13,30,"18","0",2017,4,6,"Michael","Tzinor biuv",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.75",NA,NA,"1.25",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2744_6_4_2017","Tzinor biuv",NA
"2419",2991,1,45,"6","15",2017,9,1,"Levi","Tzinor biuv",NA,"2.5",NA,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,NA,NA,"1",NA,NA,"1","12 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2991_1_9_2017","Tzinor biuv",NA
"2420",3027,0,15,"3","45",2017,9,10,"Michael","Tzinor biuv",NA,NA,NA,FALSE,NA,FALSE,"Levi",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,"1","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"3027_10_9_2017","Tzinor biuv",NA
"2421",3047,1,30,"6","30",2017,9,15,"Michael","Tzinor biuv",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,"3",NA,NA,NA,"25 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"3047_15_9_2017","Tzinor biuv",NA
"2422",3070,21,30,"2","0",2017,9,25,"Levi","Tzinor biuv",19,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"4",NA,NA,"0.25","15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25 S+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"3070_25_9_2017","Tzinor biuv",NA
"2423",3071,2,30,"6","15",2017,9,25,"Levi","Tzinor biuv",19,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.75",NA,"4",NA,NA,NA,"25 Kg",NA,NA,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"3071_25_9_2017","Tzinor biuv",NA
"2424",3079,21,0,"1","30",2017,9,26,"Levi","Tzinor biuv",17,"2.5",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,NA,"25 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"3079_26_9_2017","Tzinor biuv",NA
"2425",3088,2,0,"6","30",2017,10,1,"Michael","Tzinor biuv",NA,"1.7",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,"1","16 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"3088_1_10_2017","Tzinor biuv",NA
"2426",3092,0,0,"3","30",2017,10,2,"Michael","Tzinor biuv",NA,"1.7",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"5",NA,NA,"0.5","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"3092_2_10_2017","Tzinor biuv",NA
"2427",3123,2,15,"6","30",2017,10,11,"Levi","Tzinor biuv",19.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"7",NA,NA,"1","25 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"3123_11_10_2017","Tzinor biuv",NA
"2428",3127,21,15,"3","15",2017,10,12,"Levi","Tzinor biuv",18,"2.4",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"8",NA,NA,"1","30 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"3127_12_10_2017","Tzinor biuv",NA
"2429",3186,1,30,"6","30",2017,10,27,"Levi","Tzinor biuv",18,"2.6",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"6",NA,NA,NA,"25 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"3186_27_10_2017","Tzinor biuv",NA
"2430",3189,18,30,"0","0",2017,10,28,"Levi","Tzinor biuv",19.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"5",NA,NA,NA,"30 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"3189_28_10_2017","Tzinor biuv",NA
"2431",3190,0,45,"3","30",2017,10,28,"Levi","Tzinor biuv",NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,"0.5","15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,"3190_28_10_2017","Tzinor biuv",NA
"2432",166,22,0,"3","15",2013,11,24,"Levi","Tzinor biuv N",38,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 M+",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"166_24_11_2013","Tzinor biuv","N"
"2433",185,14,15,"17","15",2013,11,30,"Doli","Tzinor biuv N",NA,"5",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 B+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"3",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"185_30_11_2013","Tzinor biuv","N"
"2434",187,0,0,"5","45",2013,11,30,"Doli","Tzinor biuv N",NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"2","25 B+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,"187_30_11_2013","Tzinor biuv","N"
"2435",241,7,30,"11","30",2013,12,21,"Levi","Tzinor biuv N",22.5,"4",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"4",NA,NA,NA,NA,NA,NA,"2 S+","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"241_21_12_2013","Tzinor biuv","N"
"2436",364,20,45,"3","30",2014,3,16,"Levi","Tzinor biuv N",16,NA,"14-18F",FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,"364_16_3_2014","Tzinor biuv","N"
"2437",556,13,45,"19","15",2014,5,23,"Levi","Tzinor biuv N",16.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"556_23_5_2014","Tzinor biuv","N"
"2438",615,17,0,"20","15",2014,6,11,"Levi","Tzinor biuv N",19,"2.6",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"615_11_6_2014","Tzinor biuv","N"
"2439",626,21,30,"2","0",2014,6,14,"Levi","Tzinor biuv N",16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"10 Kg",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"626_14_6_2014","Tzinor biuv","N"
"2440",627,2,30,"5","30",2014,6,14,"Levi","Tzinor biuv N",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"6 Kg",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"627_14_6_2014","Tzinor biuv","N"
"2441",649,6,30,"11","0",2014,7,23,"Levi","Tzinor biuv N",NA,"2.75",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"12 B+","1 M+",NA,"2",NA,NA,NA,NA,"1 M+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"649_23_7_2014","Tzinor biuv","N"
"2442",673,6,30,"10","30",2014,8,2,"Levi","Tzinor biuv N",20,"2.2",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1 B+ 1 S+","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,4,"673_2_8_2014","Tzinor biuv","N"
"2443",675,15,30,"19","45",2014,8,2,"Levi","Tzinor biuv N",NA,"3.2",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"17 S+","1",NA,"0.5","1 M+","1 L+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 B+",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,4.25,"675_2_8_2014","Tzinor biuv","N"
"2444",680,1,30,"6","0",2014,8,5,"Levi","Tzinor biuv N",20,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"0.5",NA,NA,NA,"15 Kg",NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"680_5_8_2014","Tzinor biuv","N"
"2445",737,7,0,"10","30",2014,8,28,"Levi","Tzinor biuv N",18,"2.5",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"3 L+ 1 S+","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,3.5,"737_28_8_2014","Tzinor biuv","N"
"2446",754,7,0,"10","30",2014,9,4,"Levi","Tzinor biuv N",NA,"2.75",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"754_4_9_2014","Tzinor biuv","N"
"2447",768,16,30,"20","0",2014,9,12,"Levi","Tzinor biuv N",18,"2.5",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"4",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,"3",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"1 S+",NA,NA,NA,NA,3.5,"768_12_9_2014","Tzinor biuv","N"
"2448",769,21,0,"1","45",2014,9,12,"Levi","Tzinor biuv N",NA,"2.5",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1.5",NA,NA,NA,"60 Kg",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE","Many broun crabs",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"769_12_9_2014","Tzinor biuv","N"
"2449",780,7,30,"11","30",2014,9,14,"Levi","Tzinor biuv N",NA,"2.25",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"3",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2",NA,NA,"1",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"780_14_9_2014","Tzinor biuv","N"
"2450",784,7,0,"11","0",2014,9,16,"Levi","Tzinor biuv N",NA,"2.55",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,4,"784_16_9_2014","Tzinor biuv","N"
"2451",808,18,0,"22","45",2014,9,29,"Levi","Tzinor biuv N",NA,"3",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5 L+1.5 M+2 S+",NA,"2.5",NA,NA,NA,"12 Kg",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,"0.5 L+1.5 M+1 S+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"808_29_9_2014","Tzinor biuv","N"
"2452",833,11,15,"15","15",2014,10,12,"Levi","Tzinor biuv N",20,"3",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"3 S+","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 M+",NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,4,"833_12_10_2014","Tzinor biuv","N"
"2453",1009,16,30,"0","0",2014,12,13,"Levi","Tzinor biuv N",NA,"21",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"1",NA,NA,NA,"15 Kg",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1 Ind L+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,"1009_13_12_2014","Tzinor biuv","N"
"2454",1010,0,30,"3","30",2014,12,13,"Levi","Tzinor biuv N",17,NA,NA,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,"2","5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1010_13_12_2014","Tzinor biuv","N"
"2455",1063,18,0,"5","30",2014,12,28,"Michael","Tzinor biuv N",NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,"105","25 Kg",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,"1063_28_12_2014","Tzinor biuv","N"
"2456",1071,1,0,NA,NA,2015,1,11,"Levi","Tzinor biuv N",NA,"3",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"6 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"2",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1071_11_1_2015","Tzinor biuv","N"
"2457",1122,11,30,"16","45",2015,1,27,"Michael","Tzinor biuv N",23,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,"1",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"1122_27_1_2015","Tzinor biuv","N"
"2458",1266,1,30,"6","0",2015,3,23,"Levi","Tzinor biuv N",NA,"2",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"12 Kg",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1266_23_3_2015","Tzinor biuv","N"
"2459",1495,7,0,"10","0",2015,8,13,"Levi","Tzinor biuv N",NA,"1.9",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"3 B+","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"1 M+",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,"2",NA,NA,NA,NA,NA,FALSE,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1495_13_8_2015","Tzinor biuv","N"
